text,intent
"can you break down what each line in the result summary means","scan_result_explanation"
"what does it mean that the scan is inconclusive for my nail","scan_result_explanation"
"why did the app label my scan as needing follow up","scan_result_explanation"
"my result shows borderline changes what does that tell me","scan_result_explanation"
"what does the phrase possible abnormality in the scan report mean","scan_result_explanation"
"why is my result tagged with early changes instead of normal","scan_result_explanation"
"can you explain how to read the bars and scores on my result screen","scan_result_explanation"
"the scan shows subtle abnormalities what does that really mean","scan_result_explanation"
"what does it mean when the result suggests monitoring the nail","scan_result_explanation"
"why does the explanation say findings are compatible with nail disease","scan_result_explanation"
"my scan result says high risk, can you explain it","scan_result_explanation"
"the result says low risk, what does that really mean","scan_result_explanation"
"the app labeled my nail as abnormal, what does that mean","scan_result_explanation"
"my scan shows melanoma suspicion, can you clarify","scan_result_explanation"
"the confidence score is low, why did the app say that","scan_result_explanation"


"what diseases can this app detect","faq_capabilities"
"what can kucognition scan","faq_capabilities"
"can the app detect melanoma","faq_capabilities"
"can it detect clubbing","faq_capabilities"
"what conditions are included","faq_capabilities"
"does it scan for pitting","faq_capabilities"
"does it detect fungal infections","faq_capabilities"
"can it analyze nail texture","faq_capabilities"
"does it check for deficiencies","faq_capabilities"
"what can the ai identify","faq_capabilities"
"can it read nail discoloration","faq_capabilities"
"what health issues can it flag","faq_capabilities"
"what abnormalities does it detect","faq_capabilities"
"does it detect thick nails","faq_capabilities"
"can it check nail ridges","faq_capabilities"
"does it detect swelling","faq_capabilities"
"what nail features does it analyze","faq_capabilities"
"can it scan toenails","faq_capabilities"
"can it detect infections","faq_capabilities"
"does it detect cancer signs","faq_capabilities"
"can the app determine severity","faq_capabilities"
"what results can it give","faq_capabilities"
"does it notice texture changes","faq_capabilities"
"can it detect early symptoms","faq_capabilities"
"what nail issues does it evaluate","faq_capabilities"
"does it identify abnormalities","faq_capabilities"
"what medical signs can it find","faq_capabilities"
"can it detect vitamin deficiency","faq_capabilities"
"does it check for nail trauma","faq_capabilities"
"can it detect curves","faq_capabilities"
"does it detect brittle nails","faq_capabilities"
"can it identify nail spots","faq_capabilities"
"does it classify nail types","faq_capabilities"
"can it detect unknown issues","faq_capabilities"
"what categories can it label","faq_capabilities"
"can it scan for systemic disease signs","faq_capabilities"
"does it show risk levels","faq_capabilities"
"what patterns does it detect","faq_capabilities"
"can it detect early melanoma","faq_capabilities"
"does it detect deformities","faq_capabilities"
"can it see pressure marks","faq_capabilities"
"does it detect nail dents","faq_capabilities"
"what does it analyze visually","faq_capabilities"
"can it detect nail separation","faq_capabilities"
"does it identify corrosion","faq_capabilities"
"can it detect nail stress","faq_capabilities"
"can it detect cyanosis","faq_capabilities"
"does it flag abnormalities","faq_capabilities"
"what are its detection limits","faq_capabilities"
"what features does this app offer?","faq_capabilities"
"what can kubot help me with?","faq_capabilities"
"what abilities does the bot have?","faq_capabilities"
"what topics can kubot answer?","faq_capabilities"
"what functions does kucognition provide?","faq_capabilities"
"what are the main app features?","faq_capabilities"
"what services does this app include?","faq_capabilities"
"how can kubot assist with nail health?","faq_capabilities"
"what does the chatbot specialize in?","faq_capabilities"
"what can the system analyze?","faq_capabilities"
"what information can kubot give me?","faq_capabilities"
"what tasks can kubot perform?","faq_capabilities"
"what does the ai assistant help with?","faq_capabilities"
"what does kucognition do?","faq_capabilities"
"what is kubot capable of?","faq_capabilities"
"what does this app help with?","faq_capabilities"
"what can I ask kubot?","faq_capabilities"
"what can the system detect?","faq_capabilities"
"what support does the bot provide?","faq_capabilities"
"what can kucognition identify?","faq_capabilities"
"what guidance can kubot give?","faq_capabilities"
"what health insights can the app show?","faq_capabilities"
"what type of questions can I ask?","faq_capabilities"
"what can I expect from kubot?","faq_capabilities"
"what conditions can kubot talk about?","faq_capabilities"
"what knowledge does kubot have?","faq_capabilities"
"what can this ai explain?","faq_capabilities"
"what are kubot’s main functions?","faq_capabilities"
"what answers can kubot provide?","faq_capabilities"
"what does kubot focus on?","faq_capabilities"
"what support does kucognition offer?","faq_capabilities"
"what assistance can kubot give me?","faq_capabilities"
"what kind of help does the app offer?","faq_capabilities"
"what health info can kubot provide?","faq_capabilities"
"what tasks can the ai handle?","faq_capabilities"
"what does kubot mainly help with?","faq_capabilities"
"what kind of questions does kubot support?","faq_capabilities"
"what nail issues can kubot explain?","faq_capabilities"
"what app tools are available?","faq_capabilities"
"what does the system mainly do?","faq_capabilities"
"can this app scan both hands and feet","faq_capabilities"
"does the system work with close up nail photos","faq_capabilities"
"can the app analyze low quality images","faq_capabilities"
"does kucognition support multiple nail scans in one session","faq_capabilities"
"can the ai compare my current nail to an older photo","faq_capabilities"
"does the app highlight suspicious areas on the nail image","faq_capabilities"
"can this tool show trends in my nail health over time","faq_capabilities"
"does the system provide basic education about detected conditions","faq_capabilities"
"can the app handle very dark nail polish or coverings","faq_capabilities"
"does kucognition work for both fingernails and toenails equally","faq_capabilities"
"can the ai distinguish between injury and disease in nails","faq_capabilities"
"does the app focus only on nails or also skin around them","faq_capabilities"
"can the system give suggestions on what to do next","faq_capabilities"
"does the app support taking multiple photos of the same nail","faq_capabilities"
"can this tool help me monitor if my nail is improving","faq_capabilities"
"does the ai point out which nail features look abnormal","faq_capabilities"
"can the app show a summary of all possible conditions","faq_capabilities"
"does the system detect both mild and severe nail changes","faq_capabilities"
"can kucognition assist non medical users in understanding results","faq_capabilities"
"does the app give general advice based on the detected condition","faq_capabilities"
"what nail diseases can kucognition detect","faq_capabilities"
"what kinds of nail problems can this app analyze","faq_capabilities"
"can this system detect early signs of nail cancer","faq_capabilities"
"does kubot talk about different nail conditions","faq_capabilities"
"what nail issues does the ai focus on","faq_capabilities"

"how accurate is this app","faq_accuracy"
"is the ai reliable","faq_accuracy"
"how trustworthy are the results","faq_accuracy"
"can i rely on the scan","faq_accuracy"
"is the prediction correct","faq_accuracy"
"how much confidence should i have","faq_accuracy"
"does the app misclassify","faq_accuracy"
"can the results be wrong","faq_accuracy"
"how certain is the model","faq_accuracy"
"is the detection precise","faq_accuracy"
"does it have high accuracy","faq_accuracy"
"is the model tested","faq_accuracy"
"how accurate is the melanoma detection","faq_accuracy"
"does it give false readings","faq_accuracy"
"can the model be mistaken","faq_accuracy"
"does accuracy change","faq_accuracy"
"how consistent are the predictions","faq_accuracy"
"why is confidence low sometimes","faq_accuracy"
"why is confidence high sometimes","faq_accuracy"
"is the output stable","faq_accuracy"
"can the app guarantee correctness","faq_accuracy"
"how do i know if it’s accurate","faq_accuracy"
"does lighting affect accuracy","faq_accuracy"
"do angles affect detection","faq_accuracy"
"how reliable is nail detection","faq_accuracy"
"can the system fail to detect issues","faq_accuracy"
"does the ai improve over time","faq_accuracy"
"how well was the model trained","faq_accuracy"
"what is the accuracy percentage","faq_accuracy"
"is the validation accurate","faq_accuracy"
"does it work on all skin tones","faq_accuracy"
"does it work on all nail types","faq_accuracy"
"can noise affect predictions","faq_accuracy"
"do blurry images reduce accuracy","faq_accuracy"
"how stable is the algorithm","faq_accuracy"
"does retraining improve it","faq_accuracy"
"is the model clinically accurate","faq_accuracy"
"can results vary often","faq_accuracy"
"is the app medically approved","faq_accuracy"
"how confident is the classifier","faq_accuracy"
"does it detect small changes","faq_accuracy"
"is risk level accurate","faq_accuracy"
"how accurate is classification","faq_accuracy"
"can environmental settings affect accuracy","faq_accuracy"
"how well does the model generalize","faq_accuracy"
"does the model learn continuously","faq_accuracy"
"how is accuracy calculated","faq_accuracy"
"do errors happen often","faq_accuracy"
"how accurate is the scan result?","faq_accuracy"
"how reliable is the detection?","faq_accuracy"
"is the diagnosis precise?","faq_accuracy"
"can I trust the scan confidence score?","faq_accuracy"
"how often does the model get it right?","faq_accuracy"
"what is the accuracy level of the system?","faq_accuracy"
"does kucognition give correct results?","faq_accuracy"
"how confident should I be in the output?","faq_accuracy"
"how dependable are the app predictions?","faq_accuracy"
"does the ai detect conditions accurately?","faq_accuracy"
"how trustworthy is the detection system?","faq_accuracy"
"how strong is the prediction confidence?","faq_accuracy"
"are the nail results clinically accurate?","faq_accuracy"
"how stable is the model’s output?","faq_accuracy"
"how good is the model at identifying issues?","faq_accuracy"
"what is the precision of the scan?","faq_accuracy"
"can the results be considered reliable?","faq_accuracy"
"how sure is the ai about its findings?","faq_accuracy"
"how valid is the output percentage?","faq_accuracy"
"does the model give consistent results?","faq_accuracy"
"how credible are the detections?","faq_accuracy"
"does kubot explain accuracy well?","faq_accuracy"
"are the predictions high quality?","faq_accuracy"
"can you tell me the confidence reliability?","faq_accuracy"
"how certain is the scan output?","faq_accuracy"
"what is the model’s success rate?","faq_accuracy"
"how good is the ai at nail classification?","faq_accuracy"
"how trustworthy are nail readings?","faq_accuracy"
"how well does the model interpret scans?","faq_accuracy"
"can the result be wrong sometimes?","faq_accuracy"
"how confident is the app when scanning?","faq_accuracy"
"how much can I rely on the scan data?","faq_accuracy"
"does the system ensure accuracy?","faq_accuracy"
"how stable is the confidence rate?","faq_accuracy"
